date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-11-10 0:00:00,0.0,0.01,0.0,0.12,0.0,0.13,9.0
2020-11-10 1:00:00,0.0,0.01,0.0,0.15,0.0,0.16,9.0
2020-11-10 2:00:00,0.0,0.01,0.0,0.11,0.0,0.12,9.0
2020-11-10 3:00:00,0.0,0.01,0.0,0.13,0.0,0.14,9.0
2020-11-10 4:00:00,0.0,0.01,0.0,1.0,0.0,1.01,8.0
2020-11-10 5:00:00,0.0,0.01,0.0,2.96,0.0,2.97,8.0
2020-11-10 6:00:00,0.0,0.01,0.0,2.22,0.0,2.23,8.0
2020-11-10 7:00:00,0.0,0.01,0.0,0.45,0.0,0.45,8.0
2020-11-10 8:00:00,0.0,0.21,0.03,0.19,0.0,0.37,8.0
2020-11-10 9:00:00,0.13,0.44,0.49,0.38,0.0,0.2,9.0
2020-11-10 10:00:00,0.02,0.79,1.14,0.42,0.0,0.05,11.0
2020-11-10 11:00:00,0.95,0.23,0.74,1.98,0.0,0.52,18.0
2020-11-10 12:00:00,0.07,0.12,0.35,1.34,0.0,1.03,10.0
2020-11-10 13:00:00,0.04,0.17,0.36,0.73,0.0,0.5,10.0
2020-11-10 14:00:00,0.0,0.29,0.4,0.14,0.0,0.03,11.0
2020-11-10 15:00:00,0.0,0.37,0.41,0.08,0.0,0.03,12.0
2020-11-10 16:00:00,0.54,0.03,0.19,1.54,0.0,0.84,15.0
2020-11-10 17:00:00,0.0,0.01,0.07,0.95,0.0,0.89,10.0
2020-11-10 18:00:00,0.0,0.02,0.02,0.57,0.0,0.56,10.0
2020-11-10 19:00:00,0.0,0.01,0.0,0.66,0.0,0.67,10.0
2020-11-10 20:00:00,0.0,0.01,0.0,0.37,0.0,0.38,10.0
2020-11-10 21:00:00,0.0,0.01,0.0,0.32,0.0,0.33,10.0
2020-11-10 22:00:00,0.0,0.01,0.0,0.47,0.0,0.48,9.0
2020-11-10 23:00:00,0.0,0.01,0.0,0.62,0.0,0.62,9.0
