date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-10 0:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-06-10 1:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-06-10 2:00:00,0.0,0.01,0.0,0.11,0.0,0.12,10.0
2020-06-10 3:00:00,0.0,0.01,0.0,0.1,0.0,0.11,10.0
2020-06-10 4:00:00,0.0,0.01,0.0,0.1,0.0,0.11,9.0
2020-06-10 5:00:00,0.0,0.01,0.0,0.12,0.0,0.13,9.0
2020-06-10 6:00:00,0.0,0.01,0.0,0.13,0.0,0.14,9.0
2020-06-10 7:00:00,0.0,0.01,0.0,0.11,0.0,0.12,9.0
2020-06-10 8:00:00,0.0,0.0,0.01,0.21,0.0,0.21,9.0
2020-06-10 9:00:00,0.0,0.07,0.12,0.32,0.0,0.27,9.0
2020-06-10 10:00:00,0.01,0.22,0.29,0.22,0.0,0.15,9.0
2020-06-10 11:00:00,0.01,0.22,0.33,0.14,0.0,0.03,11.0
2020-06-10 12:00:00,0.0,0.31,0.51,0.23,0.0,0.03,12.0
2020-06-10 13:00:00,0.0,0.44,0.7,0.3,0.0,0.03,16.0
2020-06-10 14:00:00,0.1,0.33,0.5,0.35,0.0,0.07,19.0
2020-06-10 15:00:00,0.0,0.38,0.49,0.14,0.0,0.03,20.0
2020-06-10 16:00:00,0.15,0.17,0.32,0.34,0.0,0.05,25.0
2020-06-10 17:00:00,0.1,0.14,0.24,0.23,0.0,0.03,25.0
2020-06-10 18:00:00,0.16,0.07,0.2,0.37,0.0,0.08,25.0
2020-06-10 19:00:00,0.24,0.0,0.01,0.29,0.0,0.05,24.0
2020-06-10 20:00:00,0.29,0.0,0.01,0.33,0.0,0.03,20.0
2020-06-10 21:00:00,0.22,0.0,0.01,0.26,0.0,0.03,16.0
2020-06-10 22:00:00,0.2,0.0,0.01,0.24,0.0,0.03,13.0
2020-06-10 23:00:00,0.01,0.01,0.0,0.13,0.0,0.12,11.0
