date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-04-16 0:00:00,0.05,0.01,0.0,0.35,0.0,0.3,26.0
2020-04-16 1:00:00,0.0,2.94,0.0,0.35,0.0,3.28,25.0
2020-04-16 2:00:00,0.0,3.0,0.0,0.3,0.0,3.3,53.0
2020-04-16 3:00:00,0.0,1.96,0.0,0.29,0.0,2.25,80.0
2020-04-16 4:00:00,0.0,0.01,0.0,0.21,0.0,0.21,100.0
2020-04-16 5:00:00,0.0,0.01,0.0,0.22,0.0,0.23,100.0
2020-04-16 6:00:00,0.0,0.01,0.0,0.22,0.0,0.23,100.0
2020-04-16 7:00:00,0.0,0.01,0.0,0.31,0.0,0.31,100.0
2020-04-16 8:00:00,0.36,0.0,0.0,0.4,0.0,0.04,100.0
2020-04-16 9:00:00,0.77,0.0,0.0,0.82,0.0,0.05,95.0
2020-04-16 10:00:00,1.54,0.0,0.0,1.61,0.0,0.07,85.0
2020-04-16 11:00:00,0.99,0.0,0.0,1.03,0.0,0.05,66.0
2020-04-16 12:00:00,1.11,0.0,0.0,1.36,0.0,0.26,53.0
2020-04-16 13:00:00,1.46,0.0,0.0,1.84,0.0,0.38,39.0
2020-04-16 14:00:00,1.38,0.0,0.0,1.51,0.0,0.13,22.0
2020-04-16 15:00:00,0.46,0.01,0.0,1.44,0.0,0.98,6.0
2020-04-16 16:00:00,0.0,0.01,0.0,1.23,0.0,1.24,0.0
2020-04-16 17:00:00,0.0,0.01,0.0,0.95,0.0,0.95,0.0
2020-04-16 18:00:00,0.0,0.01,0.0,0.96,0.0,0.97,0.0
2020-04-16 19:00:00,0.0,0.01,0.0,0.8,0.0,0.81,0.0
2020-04-16 20:00:00,0.0,0.01,0.0,0.43,0.0,0.44,0.0
2020-04-16 21:00:00,0.0,0.01,0.0,0.61,0.0,0.62,0.0
2020-04-16 22:00:00,0.0,0.01,0.0,1.1,0.0,1.11,0.0
2020-04-16 23:00:00,0.0,0.01,0.0,0.53,0.0,0.54,0.0
