date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-20 0:00:00,0.2,0.0,0.0,0.23,0.0,0.03,94.0
2020-06-20 1:00:00,0.04,0.0,0.0,0.07,0.0,0.03,90.0
2020-06-20 2:00:00,0.02,0.01,0.0,0.04,0.0,0.03,89.0
2020-06-20 3:00:00,0.02,0.01,0.0,0.03,0.0,0.02,89.0
2020-06-20 4:00:00,0.03,0.0,0.0,0.05,0.0,0.02,88.0
2020-06-20 5:00:00,0.01,0.01,0.0,0.05,0.0,0.04,88.0
2020-06-20 6:00:00,0.0,0.01,0.04,0.04,0.01,0.02,87.0
2020-06-20 7:00:00,0.0,0.01,0.13,0.1,0.03,0.01,87.0
2020-06-20 8:00:00,0.03,0.17,0.34,0.19,0.02,0.01,87.0
2020-06-20 9:00:00,0.0,0.3,0.47,0.15,0.02,0.0,88.0
2020-06-20 10:00:00,0.0,0.21,0.31,0.07,0.02,0.0,90.0
2020-06-20 11:00:00,0.68,0.13,0.33,0.92,0.01,0.05,92.0
2020-06-20 12:00:00,0.02,0.32,0.47,0.15,0.02,0.0,85.0
2020-06-20 13:00:00,0.0,0.23,0.34,0.09,0.02,0.0,86.0
2020-06-20 14:00:00,0.0,0.07,0.14,0.05,0.02,0.0,89.0
2020-06-20 15:00:00,0.0,0.12,0.19,0.04,0.02,0.0,89.0
2020-06-20 16:00:00,0.19,0.01,0.07,0.24,0.01,0.01,90.0
2020-06-20 17:00:00,0.69,0.0,0.08,0.9,0.01,0.13,87.0
2020-06-20 18:00:00,0.1,0.02,0.08,0.17,0.02,0.02,78.0
2020-06-20 19:00:00,0.0,0.02,0.07,0.04,0.02,0.01,77.0
2020-06-20 20:00:00,0.0,0.05,0.12,0.05,0.02,0.01,76.0
2020-06-20 21:00:00,0.01,0.01,0.04,0.05,0.01,0.02,76.0
2020-06-20 22:00:00,0.08,0.0,0.0,0.11,0.0,0.03,76.0
2020-06-20 23:00:00,0.08,0.0,0.0,0.11,0.0,0.03,74.0
