date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-09-25 0:00:00,0.03,0.0,0.0,0.06,0.0,0.03,87.0
2020-09-25 1:00:00,0.02,0.01,0.0,0.04,0.0,0.03,87.0
2020-09-25 2:00:00,0.02,0.01,0.0,0.04,0.0,0.03,86.0
2020-09-25 3:00:00,0.02,0.01,0.0,0.04,0.0,0.02,86.0
2020-09-25 4:00:00,0.03,0.0,0.0,0.06,0.0,0.03,85.0
2020-09-25 5:00:00,0.01,0.01,0.0,0.05,0.0,0.05,85.0
2020-09-25 6:00:00,0.0,0.01,0.0,0.05,0.0,0.05,84.0
2020-09-25 7:00:00,0.0,0.01,0.01,0.46,0.0,0.46,84.0
2020-09-25 8:00:00,0.0,0.08,0.21,0.12,0.02,0.0,84.0
2020-09-25 9:00:00,0.0,0.68,0.86,0.16,0.02,0.0,84.0
2020-09-25 10:00:00,0.0,0.92,1.13,0.19,0.02,0.0,89.0
2020-09-25 11:00:00,0.0,0.17,1.51,1.29,0.05,0.0,97.0
2020-09-25 12:00:00,0.0,0.01,1.72,1.66,0.05,0.0,100.0
2020-09-25 13:00:00,0.0,0.01,1.62,0.38,1.23,0.0,100.0
2020-09-25 14:00:00,0.0,0.01,1.59,0.42,1.16,0.0,100.0
2020-09-25 15:00:00,0.0,0.01,1.06,0.12,0.93,0.0,100.0
2020-09-25 16:00:00,0.0,0.07,0.45,0.05,0.33,0.0,100.0
2020-09-25 17:00:00,0.0,0.09,0.19,0.08,0.02,0.0,99.0
2020-09-25 18:00:00,0.01,0.01,0.03,0.05,0.0,0.02,99.0
2020-09-25 19:00:00,0.09,0.0,0.0,0.12,0.0,0.03,99.0
2020-09-25 20:00:00,0.09,0.0,0.0,0.12,0.0,0.03,97.0
2020-09-25 21:00:00,0.16,0.0,0.0,0.19,0.0,0.03,96.0
2020-09-25 22:00:00,0.23,0.0,0.0,0.25,0.0,0.03,92.0
2020-09-25 23:00:00,0.09,0.0,0.0,0.12,0.0,0.03,89.0
