date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-09-03 0:00:00,0.0,0.01,0.0,0.05,0.0,0.06,25.0
2020-09-03 1:00:00,0.0,2.44,0.0,0.08,0.0,2.52,25.0
2020-09-03 2:00:00,0.0,2.5,0.0,0.08,0.0,2.58,48.0
2020-09-03 3:00:00,0.0,2.5,0.0,0.07,0.0,2.57,73.0
2020-09-03 4:00:00,0.0,0.15,0.0,0.06,0.0,0.21,97.0
2020-09-03 5:00:00,0.0,0.01,0.0,0.06,0.0,0.06,98.0
2020-09-03 6:00:00,0.0,0.01,0.0,0.06,0.0,0.06,98.0
2020-09-03 7:00:00,0.02,0.01,0.0,0.14,0.0,0.13,98.0
2020-09-03 8:00:00,0.01,0.01,0.02,0.14,0.0,0.12,97.0
2020-09-03 9:00:00,0.0,0.01,0.05,0.16,0.0,0.11,97.0
2020-09-03 10:00:00,0.0,0.01,0.04,0.15,0.0,0.11,97.0
2020-09-03 11:00:00,0.14,0.0,0.07,0.28,0.0,0.07,97.0
2020-09-03 12:00:00,0.03,0.0,0.09,0.15,0.0,0.04,95.0
2020-09-03 13:00:00,0.01,0.0,0.11,0.14,0.0,0.03,94.0
2020-09-03 14:00:00,0.02,0.0,0.09,0.14,0.0,0.03,94.0
2020-09-03 15:00:00,0.16,0.0,0.05,0.25,0.0,0.04,92.0
2020-09-03 16:00:00,0.11,0.0,0.05,0.19,0.0,0.03,90.0
2020-09-03 17:00:00,0.25,0.0,0.01,0.3,0.0,0.03,88.0
2020-09-03 18:00:00,0.14,0.0,0.0,0.17,0.0,0.03,84.0
2020-09-03 19:00:00,0.25,0.0,0.0,0.28,0.0,0.03,82.0
2020-09-03 20:00:00,0.32,0.0,0.0,0.35,0.0,0.03,78.0
2020-09-03 21:00:00,0.39,0.0,0.0,0.42,0.0,0.03,74.0
2020-09-03 22:00:00,0.27,0.0,0.0,0.3,0.0,0.03,69.0
2020-09-03 23:00:00,0.22,0.0,0.0,0.24,0.0,0.03,66.0
