date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-03-25 0:00:00,0.0,0.01,0.0,0.23,0.0,0.24,0.0
2020-03-25 1:00:00,0.0,2.87,0.0,0.19,0.0,3.05,0.0
2020-03-25 2:00:00,0.0,3.0,0.0,0.17,0.0,3.17,27.0
2020-03-25 3:00:00,0.0,3.0,0.0,0.14,0.0,3.14,55.0
2020-03-25 4:00:00,0.0,0.19,0.0,0.17,0.0,0.36,84.0
2020-03-25 5:00:00,0.0,0.01,0.0,0.16,0.0,0.17,87.0
2020-03-25 6:00:00,0.0,0.01,0.0,0.18,0.0,0.19,86.0
2020-03-25 7:00:00,0.0,0.01,0.0,0.18,0.0,0.19,86.0
2020-03-25 8:00:00,0.44,0.0,0.0,0.49,0.0,0.05,86.0
2020-03-25 9:00:00,1.24,0.0,0.0,1.31,0.0,0.09,81.0
2020-03-25 10:00:00,0.51,0.0,0.0,0.55,0.0,0.04,68.0
2020-03-25 11:00:00,0.67,0.0,0.0,0.7,0.0,0.03,61.0
2020-03-25 12:00:00,0.88,0.0,0.0,0.89,0.0,0.02,54.0
2020-03-25 13:00:00,0.84,0.0,0.0,0.88,0.0,0.05,44.0
2020-03-25 14:00:00,0.4,0.0,0.0,0.42,0.0,0.03,33.0
2020-03-25 15:00:00,0.64,0.0,0.0,0.68,0.0,0.03,28.0
2020-03-25 16:00:00,0.78,0.0,0.0,0.81,0.0,0.04,19.0
2020-03-25 17:00:00,0.74,0.0,0.0,1.07,0.0,0.33,10.0
2020-03-25 18:00:00,0.0,0.01,0.0,1.29,0.0,1.3,0.0
2020-03-25 19:00:00,0.0,0.01,0.0,1.75,0.0,1.75,0.0
2020-03-25 20:00:00,0.0,0.01,0.0,1.4,0.0,1.4,0.0
2020-03-25 21:00:00,0.0,0.01,0.0,1.2,0.0,1.2,0.0
2020-03-25 22:00:00,0.0,0.01,0.0,0.65,0.0,0.66,0.0
2020-03-25 23:00:00,0.0,0.01,0.0,0.66,0.0,0.67,0.0
