date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-11-02 0:00:00,0.0,0.01,0.0,0.21,0.0,0.22,0.0
2020-11-02 1:00:00,0.0,1.97,0.0,0.16,0.0,2.12,80.0
2020-11-02 2:00:00,0.0,0.09,0.0,0.12,0.0,0.21,97.0
2020-11-02 3:00:00,0.0,0.01,0.0,0.1,0.0,0.1,100.0
2020-11-02 4:00:00,0.0,0.01,0.0,0.1,0.0,0.11,100.0
2020-11-02 5:00:00,0.0,0.01,0.0,0.1,0.0,0.1,100.0
2020-11-02 6:00:00,0.0,0.01,0.0,0.11,0.0,0.12,100.0
2020-11-02 7:00:00,0.0,0.01,0.0,0.96,0.0,0.96,100.0
2020-11-02 8:00:00,0.74,0.0,0.0,0.81,0.0,0.07,100.0
2020-11-02 9:00:00,0.24,0.0,0.0,0.27,0.0,0.03,89.0
2020-11-02 10:00:00,0.48,0.0,0.0,0.51,0.0,0.03,86.0
2020-11-02 11:00:00,1.01,0.0,0.0,1.04,0.0,0.04,80.0
2020-11-02 12:00:00,1.64,0.0,0.0,1.9,0.0,0.27,68.0
2020-11-02 13:00:00,1.06,0.0,0.0,1.16,0.0,0.1,47.0
2020-11-02 14:00:00,0.66,0.0,0.0,0.79,0.0,0.13,33.0
2020-11-02 15:00:00,1.17,0.0,0.0,1.26,0.0,0.1,26.0
2020-11-02 16:00:00,0.57,0.0,0.0,0.6,0.0,0.03,13.0
2020-11-02 17:00:00,0.42,0.0,0.0,1.27,0.0,0.86,5.0
2020-11-02 18:00:00,0.0,0.01,0.0,1.29,0.0,1.29,0.0
2020-11-02 19:00:00,0.0,0.01,0.0,1.26,0.0,1.27,0.0
2020-11-02 20:00:00,0.0,0.01,0.0,1.09,0.0,1.1,0.0
2020-11-02 21:00:00,0.0,0.01,0.0,0.85,0.0,0.85,0.0
2020-11-02 22:00:00,0.0,0.01,0.0,0.84,0.0,0.84,0.0
2020-11-02 23:00:00,0.0,0.01,0.0,0.39,0.0,0.39,0.0
