date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-03-10 0:00:00,0.0,0.01,0.0,0.29,0.0,0.3,10.0
2020-03-10 1:00:00,0.0,3.08,0.0,0.27,0.0,3.35,10.0
2020-03-10 2:00:00,0.0,3.3,0.0,0.26,0.0,3.56,38.0
2020-03-10 3:00:00,0.0,3.21,0.0,0.27,0.0,3.47,69.0
2020-03-10 4:00:00,0.0,0.06,0.0,0.23,0.0,0.29,98.0
2020-03-10 5:00:00,0.0,0.01,0.0,0.24,0.0,0.25,98.0
2020-03-10 6:00:00,0.0,0.01,0.0,0.27,0.0,0.28,98.0
2020-03-10 7:00:00,0.0,0.01,0.0,0.25,0.0,0.26,98.0
2020-03-10 8:00:00,0.0,0.01,0.0,2.85,0.0,2.86,98.0
2020-03-10 9:00:00,0.0,0.01,0.0,1.83,0.0,1.84,98.0
2020-03-10 10:00:00,0.0,0.01,0.0,1.6,0.0,1.61,98.0
2020-03-10 11:00:00,0.0,0.01,0.0,1.21,0.0,1.22,97.0
2020-03-10 12:00:00,0.0,0.01,0.0,0.4,0.0,0.4,97.0
2020-03-10 13:00:00,0.0,0.01,0.0,0.29,0.0,0.3,97.0
2020-03-10 14:00:00,0.0,0.01,0.0,0.29,0.0,0.29,97.0
2020-03-10 15:00:00,0.0,0.01,0.0,0.34,0.0,0.35,97.0
2020-03-10 16:00:00,0.0,0.01,0.0,0.21,0.0,0.22,97.0
2020-03-10 17:00:00,3.15,0.0,0.0,0.18,0.0,0.01,97.0
2020-03-10 18:00:00,3.16,0.0,0.0,0.34,0.0,0.0,56.0
2020-03-10 19:00:00,1.54,0.0,0.0,0.7,0.0,0.13,17.0
2020-03-10 20:00:00,0.0,0.01,0.0,0.4,0.0,0.41,0.0
2020-03-10 21:00:00,0.0,0.01,0.0,0.64,0.0,0.65,1.0
2020-03-10 22:00:00,0.0,0.01,0.0,0.45,0.0,0.46,1.0
2020-03-10 23:00:00,0.0,0.01,0.0,0.33,0.0,0.34,0.0
