date,Production(W),Consumption(W)
2022-04-27 0:00:00,0.0,6.387
2022-04-27 1:00:00,0.0,6.277
2022-04-27 2:00:00,0.0,6.153
2022-04-27 3:00:00,0.0,6.101
2022-04-27 4:00:00,0.0,6.176
2022-04-27 5:00:00,1.017,6.553
2022-04-27 6:00:00,2.891,7.879
2022-04-27 7:00:00,11.243,10.258
2022-04-27 8:00:00,17.451,12.26
2022-04-27 9:00:00,21.598,12.628
2022-04-27 10:00:00,23.224,12.775
2022-04-27 11:00:00,23.602,12.906
2022-04-27 12:00:00,23.487,12.727
2022-04-27 13:00:00,23.145,12.604
2022-04-27 14:00:00,21.297,12.332
2022-04-27 15:00:00,16.555,12.443
2022-04-27 16:00:00,8.389,11.988
2022-04-27 17:00:00,2.323,11.207
2022-04-27 18:00:00,1.126,10.094
2022-04-27 19:00:00,0.0,8.586
2022-04-27 20:00:00,0.0,6.914
2022-04-27 21:00:00,0.0,6.258
2022-04-27 22:00:00,0.0,6.216
2022-04-27 23:00:00,0.0,6.332
