date,Production(W),Consumption(W)
2022-08-31 0:00:00,0.0,13.584
2022-08-31 1:00:00,0.0,13.331
2022-08-31 2:00:00,0.0,13.332
2022-08-31 3:00:00,0.0,13.331
2022-08-31 4:00:00,0.0,13.437
2022-08-31 5:00:00,0.0,13.937
2022-08-31 6:00:00,1.152,15.188
2022-08-31 7:00:00,3.85,17.541
2022-08-31 8:00:00,15.418,19.407
2022-08-31 9:00:00,27.12,20.323
2022-08-31 10:00:00,35.038,20.333
2022-08-31 11:00:00,38.737,20.362
2022-08-31 12:00:00,40.132,20.057
2022-08-31 13:00:00,28.455,19.707
2022-08-31 14:00:00,35.432,19.728
2022-08-31 15:00:00,35.001,19.484
2022-08-31 16:00:00,24.636,18.637
2022-08-31 17:00:00,14.063,17.566
2022-08-31 18:00:00,2.52,16.325
2022-08-31 19:00:00,1.056,15.237
2022-08-31 20:00:00,0.0,14.251
2022-08-31 21:00:00,0.0,13.623
2022-08-31 22:00:00,0.0,13.392
2022-08-31 23:00:00,0.0,13.387
