date,Production(W),Consumption(W)
2022-08-24 0:00:00,0.0,13.69
2022-08-24 1:00:00,0.0,13.776
2022-08-24 2:00:00,0.0,13.825
2022-08-24 3:00:00,0.0,13.698
2022-08-24 4:00:00,0.0,13.842
2022-08-24 5:00:00,0.0,14.403
2022-08-24 6:00:00,0.968,15.679
2022-08-24 7:00:00,4.338,17.826
2022-08-24 8:00:00,15.775,19.52
2022-08-24 9:00:00,27.682,20.003
2022-08-24 10:00:00,24.352,19.965
2022-08-24 11:00:00,38.609,19.802
2022-08-24 12:00:00,24.164,19.499
2022-08-24 13:00:00,25.338,19.364
2022-08-24 14:00:00,19.214,19.396
2022-08-24 15:00:00,21.693,19.183
2022-08-24 16:00:00,13.11,18.236
2022-08-24 17:00:00,13.709,17.205
2022-08-24 18:00:00,4.447,16.272
2022-08-24 19:00:00,1.127,15.251
2022-08-24 20:00:00,0.0,14.44
2022-08-24 21:00:00,0.0,13.887
2022-08-24 22:00:00,0.0,13.679
2022-08-24 23:00:00,0.0,13.631
