date,Production(W),Consumption(W)
2022-01-22 0:00:00,0.0,9.145
2022-01-22 1:00:00,0.0,9.176
2022-01-22 2:00:00,0.0,9.013
2022-01-22 3:00:00,0.0,9.15
2022-01-22 4:00:00,0.0,9.217
2022-01-22 5:00:00,0.0,9.402
2022-01-22 6:00:00,0.0,9.563
2022-01-22 7:00:00,1.352,9.712
2022-01-22 8:00:00,4.52,9.912
2022-01-22 9:00:00,6.64,10.277
2022-01-22 10:00:00,16.12,10.06
2022-01-22 11:00:00,21.648,10.081
2022-01-22 12:00:00,22.012,10.073
2022-01-22 13:00:00,23.323,9.648
2022-01-22 14:00:00,20.821,9.526
2022-01-22 15:00:00,13.504,9.391
2022-01-22 16:00:00,3.541,9.431
2022-01-22 17:00:00,0.0,9.524
2022-01-22 18:00:00,0.0,9.435
2022-01-22 19:00:00,0.0,9.124
2022-01-22 20:00:00,0.0,8.987
2022-01-22 21:00:00,0.0,8.963
2022-01-22 22:00:00,0.0,9.046
2022-01-22 23:00:00,0.0,9.213
