date,Production(W),Consumption(W)
2022-05-21 0:00:00,0.0,6.586
2022-05-21 1:00:00,0.0,6.634
2022-05-21 2:00:00,0.0,6.531
2022-05-21 3:00:00,0.0,6.417
2022-05-21 4:00:00,0.0,6.362
2022-05-21 5:00:00,1.256,6.5
2022-05-21 6:00:00,3.544,7.113
2022-05-21 7:00:00,11.183,7.984
2022-05-21 8:00:00,17.016,8.508
2022-05-21 9:00:00,21.001,7.815
2022-05-21 10:00:00,22.019,7.084
2022-05-21 11:00:00,22.457,6.938
2022-05-21 12:00:00,22.243,6.793
2022-05-21 13:00:00,21.519,6.863
2022-05-21 14:00:00,19.769,6.879
2022-05-21 15:00:00,15.339,6.959
2022-05-21 16:00:00,7.291,6.827
2022-05-21 17:00:00,2.447,6.792
2022-05-21 18:00:00,1.245,6.809
2022-05-21 19:00:00,0.0,6.555
2022-05-21 20:00:00,0.0,6.385
2022-05-21 21:00:00,0.0,6.364
2022-05-21 22:00:00,0.0,6.449
2022-05-21 23:00:00,0.0,6.466
