date,Production(W),Consumption(W)
2022-06-30 0:00:00,0.0,7.446
2022-06-30 1:00:00,0.0,7.427
2022-06-30 2:00:00,0.0,7.118
2022-06-30 3:00:00,0.0,6.719
2022-06-30 4:00:00,0.0,6.827
2022-06-30 5:00:00,0.0,7.33
2022-06-30 6:00:00,4.733,9.013
2022-06-30 7:00:00,14.705,12.069
2022-06-30 8:00:00,19.199,14.924
2022-06-30 9:00:00,21.912,16.911
2022-06-30 10:00:00,22.938,16.743
2022-06-30 11:00:00,37.054,16.459
2022-06-30 12:00:00,38.939,15.93
2022-06-30 13:00:00,39.059,15.837
2022-06-30 14:00:00,37.367,15.809
2022-06-30 15:00:00,33.831,15.609
2022-06-30 16:00:00,27.345,15.05
2022-06-30 17:00:00,15.851,14.26
2022-06-30 18:00:00,5.859,12.785
2022-06-30 19:00:00,1.738,11.097
2022-06-30 20:00:00,1.08,8.731
2022-06-30 21:00:00,0.0,7.506
2022-06-30 22:00:00,0.0,7.253
2022-06-30 23:00:00,0.0,7.248
