date,Production(W),Consumption(W)
2022-02-26 0:00:00,0.0,4.175
2022-02-26 1:00:00,0.0,4.362
2022-02-26 2:00:00,0.0,4.382
2022-02-26 3:00:00,0.0,4.193
2022-02-26 4:00:00,0.0,3.96
2022-02-26 5:00:00,0.0,3.884
2022-02-26 6:00:00,0.0,4.121
2022-02-26 7:00:00,2.372,4.939
2022-02-26 8:00:00,12.383,6.18
2022-02-26 9:00:00,18.028,6.297
2022-02-26 10:00:00,16.551,5.693
2022-02-26 11:00:00,24.163,4.81
2022-02-26 12:00:00,18.456,4.803
2022-02-26 13:00:00,11.986,4.832
2022-02-26 14:00:00,10.308,4.937
2022-02-26 15:00:00,4.35,4.776
2022-02-26 16:00:00,3.505,4.837
2022-02-26 17:00:00,1.213,4.677
2022-02-26 18:00:00,0.0,4.502
2022-02-26 19:00:00,0.0,4.54
2022-02-26 20:00:00,0.0,4.212
2022-02-26 21:00:00,0.0,3.966
2022-02-26 22:00:00,0.0,3.999
2022-02-26 23:00:00,0.0,4.118
