date,Production(W),Consumption(W)
2022-01-31 0:00:00,0.0,4.127
2022-01-31 1:00:00,0.0,4.154
2022-01-31 2:00:00,0.0,4.184
2022-01-31 3:00:00,0.0,4.208
2022-01-31 4:00:00,0.0,4.766
2022-01-31 5:00:00,0.0,4.941
2022-01-31 6:00:00,0.0,5.17
2022-01-31 7:00:00,0.944,5.746
2022-01-31 8:00:00,2.292,7.222
2022-01-31 9:00:00,14.313,9.984
2022-01-31 10:00:00,15.664,11.721
2022-01-31 11:00:00,7.671,12.785
2022-01-31 12:00:00,7.356,12.71
2022-01-31 13:00:00,5.359,11.683
2022-01-31 14:00:00,5.413,11.556
2022-01-31 15:00:00,3.287,11.418
2022-01-31 16:00:00,1.925,10.512
2022-01-31 17:00:00,1.029,9.537
2022-01-31 18:00:00,0.0,8.947
2022-01-31 19:00:00,0.0,7.429
2022-01-31 20:00:00,0.0,6.39
2022-01-31 21:00:00,0.0,4.995
2022-01-31 22:00:00,0.0,4.249
2022-01-31 23:00:00,0.0,4.038
