date,Production(W),Consumption(W)
2022-07-23 0:00:00,0.0,12.946
2022-07-23 1:00:00,0.0,12.999
2022-07-23 2:00:00,0.0,13.111
2022-07-23 3:00:00,0.0,12.985
2022-07-23 4:00:00,0.0,12.788
2022-07-23 5:00:00,0.0,12.727
2022-07-23 6:00:00,1.338,12.923
2022-07-23 7:00:00,4.803,13.398
2022-07-23 8:00:00,15.774,14.032
2022-07-23 9:00:00,26.809,14.184
2022-07-23 10:00:00,35.131,13.379
2022-07-23 11:00:00,38.635,13.246
2022-07-23 12:00:00,40.142,13.564
2022-07-23 13:00:00,39.519,13.518
2022-07-23 14:00:00,37.48,13.567
2022-07-23 15:00:00,33.844,13.688
2022-07-23 16:00:00,26.08,13.885
2022-07-23 17:00:00,15.697,13.559
2022-07-23 18:00:00,5.684,13.712
2022-07-23 19:00:00,1.525,13.619
2022-07-23 20:00:00,1.022,13.273
2022-07-23 21:00:00,0.0,13.145
2022-07-23 22:00:00,0.0,12.976
2022-07-23 23:00:00,0.0,13.073
