date,Production(W),Consumption(W)
2022-11-30 0:00:00,0.0,7.3
2022-11-30 1:00:00,0.0,7.14
2022-11-30 2:00:00,0.0,7.336
2022-11-30 3:00:00,0.0,7.454
2022-11-30 4:00:00,0.0,7.167
2022-11-30 5:00:00,0.0,7.03
2022-11-30 6:00:00,0.0,7.305
2022-11-30 7:00:00,0.0,7.866
2022-11-30 8:00:00,1.179,9.382
2022-11-30 9:00:00,3.076,12.0
2022-11-30 10:00:00,4.345,15.0
2022-11-30 11:00:00,3.779,16.145
2022-11-30 12:00:00,3.863,15.317
2022-11-30 13:00:00,4.085,15.366
2022-11-30 14:00:00,4.114,15.094
2022-11-30 15:00:00,6.613,15.167
2022-11-30 16:00:00,2.585,14.965
2022-11-30 17:00:00,0.0,14.983
2022-11-30 18:00:00,0.0,14.313
2022-11-30 19:00:00,0.0,13.593
2022-11-30 20:00:00,0.0,12.064
2022-11-30 21:00:00,0.0,9.803
2022-11-30 22:00:00,0.0,8.361
2022-11-30 23:00:00,0.0,7.454
