date,Production(W),Consumption(W)
2022-03-24 0:00:00,0.0,6.222
2022-03-24 1:00:00,0.0,6.245
2022-03-24 2:00:00,0.0,6.226
2022-03-24 3:00:00,0.0,5.976
2022-03-24 4:00:00,0.0,5.72
2022-03-24 5:00:00,0.0,5.786
2022-03-24 6:00:00,1.374,6.383
2022-03-24 7:00:00,6.309,8.23
2022-03-24 8:00:00,14.342,11.351
2022-03-24 9:00:00,18.595,13.646
2022-03-24 10:00:00,23.034,13.739
2022-03-24 11:00:00,24.526,13.862
2022-03-24 12:00:00,24.539,13.344
2022-03-24 13:00:00,23.725,12.823
2022-03-24 14:00:00,20.248,12.232
2022-03-24 15:00:00,14.815,12.303
2022-03-24 16:00:00,8.203,12.096
2022-03-24 17:00:00,2.079,11.62
2022-03-24 18:00:00,1.009,10.946
2022-03-24 19:00:00,0.0,9.666
2022-03-24 20:00:00,0.0,8.124
2022-03-24 21:00:00,0.0,6.43
2022-03-24 22:00:00,0.0,5.908
2022-03-24 23:00:00,0.0,6.059
