date,Production(W),Consumption(W)
2022-09-26 0:00:00,0.0,8.067
2022-09-26 1:00:00,0.0,8.022
2022-09-26 2:00:00,0.0,8.047
2022-09-26 3:00:00,0.0,7.964
2022-09-26 4:00:00,0.0,7.933
2022-09-26 5:00:00,0.0,8.389
2022-09-26 6:00:00,0.0,9.514
2022-09-26 7:00:00,2.584,11.675
2022-09-26 8:00:00,4.985,14.078
2022-09-26 9:00:00,5.276,15.562
2022-09-26 10:00:00,6.688,15.969
2022-09-26 11:00:00,6.421,15.906
2022-09-26 12:00:00,7.316,15.655
2022-09-26 13:00:00,8.235,15.568
2022-09-26 14:00:00,6.219,15.651
2022-09-26 15:00:00,8.613,15.51
2022-09-26 16:00:00,5.304,15.077
2022-09-26 17:00:00,4.39,13.972
2022-09-26 18:00:00,1.372,12.569
2022-09-26 19:00:00,0.0,11.121
2022-09-26 20:00:00,0.0,9.911
2022-09-26 21:00:00,0.0,8.88
2022-09-26 22:00:00,0.0,8.29
2022-09-26 23:00:00,0.0,8.022
