date,Production(W),Consumption(W)
2022-12-27 0:00:00,0.0,9.223
2022-12-27 1:00:00,0.0,9.126
2022-12-27 2:00:00,0.0,9.337
2022-12-27 3:00:00,0.0,9.523
2022-12-27 4:00:00,0.0,9.463
2022-12-27 5:00:00,0.0,9.326
2022-12-27 6:00:00,0.0,9.389
2022-12-27 7:00:00,0.937,10.187
2022-12-27 8:00:00,1.745,11.791
2022-12-27 9:00:00,13.456,14.197
2022-12-27 10:00:00,28.441,15.718
2022-12-27 11:00:00,30.523,15.918
2022-12-27 12:00:00,36.249,15.834
2022-12-27 13:00:00,33.081,15.519
2022-12-27 14:00:00,19.789,15.746
2022-12-27 15:00:00,10.152,15.683
2022-12-27 16:00:00,1.285,15.554
2022-12-27 17:00:00,0.0,15.265
2022-12-27 18:00:00,0.0,14.775
2022-12-27 19:00:00,0.0,13.995
2022-12-27 20:00:00,0.0,12.728
2022-12-27 21:00:00,0.0,11.232
2022-12-27 22:00:00,0.0,10.006
2022-12-27 23:00:00,0.0,9.6
