date,Production(W),Consumption(W)
2022-03-31 0:00:00,0.0,6.513
2022-03-31 1:00:00,0.0,6.411
2022-03-31 2:00:00,0.0,6.064
2022-03-31 3:00:00,0.0,5.866
2022-03-31 4:00:00,0.0,6.064
2022-03-31 5:00:00,0.0,6.922
2022-03-31 6:00:00,1.067,8.725
2022-03-31 7:00:00,1.577,11.338
2022-03-31 8:00:00,11.585,13.577
2022-03-31 9:00:00,5.379,13.483
2022-03-31 10:00:00,9.578,13.293
2022-03-31 11:00:00,7.122,13.125
2022-03-31 12:00:00,9.575,13.06
2022-03-31 13:00:00,15.628,13.194
2022-03-31 14:00:00,15.349,12.98
2022-03-31 15:00:00,8.507,12.585
2022-03-31 16:00:00,3.65,12.049
2022-03-31 17:00:00,1.574,11.378
2022-03-31 18:00:00,1.017,10.166
2022-03-31 19:00:00,0.0,8.568
2022-03-31 20:00:00,0.0,6.947
2022-03-31 21:00:00,0.0,6.447
2022-03-31 22:00:00,0.0,6.456
2022-03-31 23:00:00,0.0,6.468
