date,Production(W),Consumption(W)
2022-12-21 0:00:00,0.0,10.233
2022-12-21 1:00:00,0.0,10.185
2022-12-21 2:00:00,0.0,10.209
2022-12-21 3:00:00,0.0,10.012
2022-12-21 4:00:00,0.0,9.925
2022-12-21 5:00:00,0.0,9.818
2022-12-21 6:00:00,0.0,10.145
2022-12-21 7:00:00,1.003,10.977
2022-12-21 8:00:00,2.316,13.101
2022-12-21 9:00:00,12.95,16.257
2022-12-21 10:00:00,28.675,17.412
2022-12-21 11:00:00,35.591,17.529
2022-12-21 12:00:00,35.839,17.552
2022-12-21 13:00:00,31.203,17.273
2022-12-21 14:00:00,17.613,16.928
2022-12-21 15:00:00,6.992,16.73
2022-12-21 16:00:00,1.106,16.674
2022-12-21 17:00:00,0.0,16.489
2022-12-21 18:00:00,0.0,15.951
2022-12-21 19:00:00,0.0,14.91
2022-12-21 20:00:00,0.0,13.293
2022-12-21 21:00:00,0.0,11.217
2022-12-21 22:00:00,0.0,10.15
2022-12-21 23:00:00,0.0,9.928
