date,Production(W),Consumption(W)
2022-08-22 0:00:00,0.0,14.048
2022-08-22 1:00:00,0.0,14.029
2022-08-22 2:00:00,0.0,13.932
2022-08-22 3:00:00,0.0,13.754
2022-08-22 4:00:00,0.0,13.651
2022-08-22 5:00:00,0.0,13.699
2022-08-22 6:00:00,0.98,14.101
2022-08-22 7:00:00,3.94,15.868
2022-08-22 8:00:00,15.398,17.858
2022-08-22 9:00:00,26.839,18.985
2022-08-22 10:00:00,35.05,19.355
2022-08-22 11:00:00,38.489,19.474
2022-08-22 12:00:00,41.072,19.411
2022-08-22 13:00:00,40.947,19.56
2022-08-22 14:00:00,39.446,19.944
2022-08-22 15:00:00,16.292,20.044
2022-08-22 16:00:00,24.274,19.537
2022-08-22 17:00:00,3.379,18.215
2022-08-22 18:00:00,2.654,16.902
2022-08-22 19:00:00,1.122,15.759
2022-08-22 20:00:00,0.0,15.095
2022-08-22 21:00:00,0.0,14.646
2022-08-22 22:00:00,0.0,14.23
2022-08-22 23:00:00,0.0,13.86
