date,Production(W),Consumption(W)
2022-01-27 0:00:00,0.0,9.433
2022-01-27 1:00:00,0.0,9.356
2022-01-27 2:00:00,0.0,9.346
2022-01-27 3:00:00,0.0,8.997
2022-01-27 4:00:00,0.0,9.116
2022-01-27 5:00:00,0.0,9.334
2022-01-27 6:00:00,0.0,9.905
2022-01-27 7:00:00,1.127,10.641
2022-01-27 8:00:00,2.93,11.872
2022-01-27 9:00:00,10.816,12.905
2022-01-27 10:00:00,18.248,13.256
2022-01-27 11:00:00,14.734,13.388
2022-01-27 12:00:00,14.755,13.629
2022-01-27 13:00:00,13.576,13.494
2022-01-27 14:00:00,13.951,13.151
2022-01-27 15:00:00,7.254,12.409
2022-01-27 16:00:00,3.04,12.14
2022-01-27 17:00:00,1.023,11.705
2022-01-27 18:00:00,0.0,11.199
2022-01-27 19:00:00,0.0,10.389
2022-01-27 20:00:00,0.0,9.802
2022-01-27 21:00:00,0.0,9.095
2022-01-27 22:00:00,0.0,9.05
2022-01-27 23:00:00,0.0,9.048
