date,Production(W),Consumption(W)
2022-10-21 0:00:00,0.0,7.88
2022-10-21 1:00:00,0.0,8.048
2022-10-21 2:00:00,0.0,8.115
2022-10-21 3:00:00,0.0,8.048
2022-10-21 4:00:00,0.0,7.983
2022-10-21 5:00:00,0.0,7.911
2022-10-21 6:00:00,0.0,8.016
2022-10-21 7:00:00,0.915,8.503
2022-10-21 8:00:00,8.994,9.341
2022-10-21 9:00:00,25.778,11.651
2022-10-21 10:00:00,34.646,13.003
2022-10-21 11:00:00,38.12,13.073
2022-10-21 12:00:00,39.771,13.279
2022-10-21 13:00:00,39.093,13.522
2022-10-21 14:00:00,26.279,13.282
2022-10-21 15:00:00,24.335,13.082
2022-10-21 16:00:00,12.254,12.968
2022-10-21 17:00:00,3.429,12.691
2022-10-21 18:00:00,1.018,12.209
2022-10-21 19:00:00,0.0,11.422
2022-10-21 20:00:00,0.0,10.072
2022-10-21 21:00:00,0.0,8.696
2022-10-21 22:00:00,0.0,8.055
2022-10-21 23:00:00,0.0,8.03
