date,Production(W),Consumption(W)
2022-06-28 0:00:00,0.0,6.496
2022-06-28 1:00:00,0.0,6.52
2022-06-28 2:00:00,0.0,6.854
2022-06-28 3:00:00,0.0,6.848
2022-06-28 4:00:00,0.0,6.957
2022-06-28 5:00:00,0.0,7.69
2022-06-28 6:00:00,2.351,9.502
2022-06-28 7:00:00,4.769,12.246
2022-06-28 8:00:00,7.795,14.721
2022-06-28 9:00:00,10.226,16.698
2022-06-28 10:00:00,16.346,17.074
2022-06-28 11:00:00,14.986,17.116
2022-06-28 12:00:00,18.449,16.902
2022-06-28 13:00:00,18.659,16.699
2022-06-28 14:00:00,20.679,16.413
2022-06-28 15:00:00,29.737,16.103
2022-06-28 16:00:00,22.525,15.476
2022-06-28 17:00:00,15.418,14.467
2022-06-28 18:00:00,5.72,12.887
2022-06-28 19:00:00,2.008,11.028
2022-06-28 20:00:00,1.068,8.965
2022-06-28 21:00:00,0.0,7.673
2022-06-28 22:00:00,0.0,7.09
2022-06-28 23:00:00,0.0,7.22
