date,Production(W),Consumption(W)
2022-10-31 0:00:00,0.0,5.262
2022-10-31 1:00:00,0.0,5.248
2022-10-31 2:00:00,0.0,5.232
2022-10-31 3:00:00,0.0,5.231
2022-10-31 4:00:00,0.0,5.169
2022-10-31 5:00:00,0.0,5.167
2022-10-31 6:00:00,0.0,5.572
2022-10-31 7:00:00,0.802,6.569
2022-10-31 8:00:00,3.096,8.371
2022-10-31 9:00:00,22.293,9.652
2022-10-31 10:00:00,34.544,11.396
2022-10-31 11:00:00,37.969,11.826
2022-10-31 12:00:00,38.973,11.616
2022-10-31 13:00:00,37.889,11.258
2022-10-31 14:00:00,34.715,11.172
2022-10-31 15:00:00,26.54,11.322
2022-10-31 16:00:00,15.194,11.288
2022-10-31 17:00:00,2.731,10.955
2022-10-31 18:00:00,0.0,10.27
2022-10-31 19:00:00,0.0,9.378
2022-10-31 20:00:00,0.0,8.11
2022-10-31 21:00:00,0.0,7.35
2022-10-31 22:00:00,0.0,6.607
2022-10-31 23:00:00,0.0,5.814
