date,Production(W),Consumption(W)
2022-10-22 0:00:00,0.0,7.964
2022-10-22 1:00:00,0.0,8.026
2022-10-22 2:00:00,0.0,8.21
2022-10-22 3:00:00,0.0,8.184
2022-10-22 4:00:00,0.0,7.97
2022-10-22 5:00:00,0.0,7.851
2022-10-22 6:00:00,0.0,7.921
2022-10-22 7:00:00,0.935,8.307
2022-10-22 8:00:00,6.909,8.831
2022-10-22 9:00:00,25.337,9.369
2022-10-22 10:00:00,34.569,8.987
2022-10-22 11:00:00,37.69,8.307
2022-10-22 12:00:00,38.646,8.212
2022-10-22 13:00:00,38.848,8.202
2022-10-22 14:00:00,37.402,8.224
2022-10-22 15:00:00,25.494,8.21
2022-10-22 16:00:00,17.564,8.386
2022-10-22 17:00:00,2.389,8.266
2022-10-22 18:00:00,1.044,8.235
2022-10-22 19:00:00,0.0,8.255
2022-10-22 20:00:00,0.0,8.248
2022-10-22 21:00:00,0.0,7.999
2022-10-22 22:00:00,0.0,7.95
2022-10-22 23:00:00,0.0,8.036
