date,Production(W),Consumption(W)
2022-09-22 0:00:00,0.0,11.221
2022-09-22 1:00:00,0.0,11.132
2022-09-22 2:00:00,0.0,10.632
2022-09-22 3:00:00,0.0,10.184
2022-09-22 4:00:00,0.0,9.924
2022-09-22 5:00:00,0.0,9.735
2022-09-22 6:00:00,0.0,9.881
2022-09-22 7:00:00,4.674,10.597
2022-09-22 8:00:00,18.384,11.749
2022-09-22 9:00:00,25.834,13.655
2022-09-22 10:00:00,23.81,14.584
2022-09-22 11:00:00,34.835,15.183
2022-09-22 12:00:00,42.116,15.131
2022-09-22 13:00:00,30.735,14.903
2022-09-22 14:00:00,19.14,14.757
2022-09-22 15:00:00,18.973,14.237
2022-09-22 16:00:00,16.459,13.985
2022-09-22 17:00:00,8.408,13.481
2022-09-22 18:00:00,1.464,13.052
2022-09-22 19:00:00,0.991,12.259
2022-09-22 20:00:00,0.0,11.466
2022-09-22 21:00:00,0.0,10.519
2022-09-22 22:00:00,0.0,10.018
2022-09-22 23:00:00,0.0,9.759
