date,Production(W),Consumption(W)
2022-08-26 0:00:00,0.0,13.508
2022-08-26 1:00:00,0.0,13.561
2022-08-26 2:00:00,0.0,13.455
2022-08-26 3:00:00,0.0,13.336
2022-08-26 4:00:00,0.0,13.358
2022-08-26 5:00:00,0.0,13.631
2022-08-26 6:00:00,2.377,14.483
2022-08-26 7:00:00,5.0,15.826
2022-08-26 8:00:00,14.989,17.199
2022-08-26 9:00:00,27.326,19.129
2022-08-26 10:00:00,36.96,19.418
2022-08-26 11:00:00,39.269,19.934
2022-08-26 12:00:00,42.057,19.925
2022-08-26 13:00:00,31.679,19.786
2022-08-26 14:00:00,32.637,19.192
2022-08-26 15:00:00,24.656,18.858
2022-08-26 16:00:00,22.745,17.837
2022-08-26 17:00:00,17.177,17.015
2022-08-26 18:00:00,3.159,16.308
2022-08-26 19:00:00,1.212,15.114
2022-08-26 20:00:00,0.0,14.212
2022-08-26 21:00:00,0.0,13.633
2022-08-26 22:00:00,0.0,13.497
2022-08-26 23:00:00,0.0,13.391
