date,Production(W),Consumption(W)
2022-11-24 0:00:00,0.0,4.99
2022-11-24 1:00:00,0.0,5.131
2022-11-24 2:00:00,0.0,5.225
2022-11-24 3:00:00,0.0,5.08
2022-11-24 4:00:00,0.0,5.345
2022-11-24 5:00:00,0.0,4.961
2022-11-24 6:00:00,0.0,5.05
2022-11-24 7:00:00,0.0,5.615
2022-11-24 8:00:00,3.744,6.629
2022-11-24 9:00:00,8.518,9.772
2022-11-24 10:00:00,15.96,13.818
2022-11-24 11:00:00,23.211,14.312
2022-11-24 12:00:00,22.69,14.507
2022-11-24 13:00:00,14.058,14.069
2022-11-24 14:00:00,14.254,12.744
2022-11-24 15:00:00,11.589,12.987
2022-11-24 16:00:00,5.648,13.461
2022-11-24 17:00:00,1.076,12.643
2022-11-24 18:00:00,0.0,12.237
2022-11-24 19:00:00,0.0,11.348
2022-11-24 20:00:00,0.0,9.719
2022-11-24 21:00:00,0.0,8.466
2022-11-24 22:00:00,0.0,6.739
2022-11-24 23:00:00,0.0,5.682
