date,Production(W),Consumption(W)
2022-10-24 0:00:00,0.0,8.031
2022-10-24 1:00:00,0.0,8.039
2022-10-24 2:00:00,0.0,8.035
2022-10-24 3:00:00,0.0,8.054
2022-10-24 4:00:00,0.0,7.979
2022-10-24 5:00:00,0.0,8.035
2022-10-24 6:00:00,0.0,8.401
2022-10-24 7:00:00,1.418,9.587
2022-10-24 8:00:00,6.431,11.206
2022-10-24 9:00:00,23.751,13.45
2022-10-24 10:00:00,33.945,14.378
2022-10-24 11:00:00,37.294,14.32
2022-10-24 12:00:00,37.971,14.08
2022-10-24 13:00:00,38.99,13.953
2022-10-24 14:00:00,35.932,13.897
2022-10-24 15:00:00,29.568,14.084
2022-10-24 16:00:00,15.344,13.997
2022-10-24 17:00:00,3.201,13.39
2022-10-24 18:00:00,1.014,12.481
2022-10-24 19:00:00,0.0,11.194
2022-10-24 20:00:00,0.0,10.012
2022-10-24 21:00:00,0.0,9.201
2022-10-24 22:00:00,0.0,8.361
2022-10-24 23:00:00,0.0,8.023
