date,Production(W),Consumption(W)
2022-03-25 0:00:00,0.0,6.118
2022-03-25 1:00:00,0.0,6.207
2022-03-25 2:00:00,0.0,6.249
2022-03-25 3:00:00,0.0,6.061
2022-03-25 4:00:00,0.0,5.92
2022-03-25 5:00:00,0.0,5.912
2022-03-25 6:00:00,1.563,6.295
2022-03-25 7:00:00,6.547,6.901
2022-03-25 8:00:00,15.023,8.494
2022-03-25 9:00:00,19.4,11.306
2022-03-25 10:00:00,22.956,12.443
2022-03-25 11:00:00,24.072,13.064
2022-03-25 12:00:00,24.225,12.774
2022-03-25 13:00:00,23.526,12.725
2022-03-25 14:00:00,20.707,12.64
2022-03-25 15:00:00,15.311,12.288
2022-03-25 16:00:00,8.034,12.001
2022-03-25 17:00:00,2.092,11.623
2022-03-25 18:00:00,1.0,10.891
2022-03-25 19:00:00,0.0,9.749
2022-03-25 20:00:00,0.0,7.949
2022-03-25 21:00:00,0.0,6.365
2022-03-25 22:00:00,0.0,5.969
2022-03-25 23:00:00,0.0,5.964
