date,Production(W),Consumption(W)
2022-05-25 0:00:00,0.0,6.773
2022-05-25 1:00:00,0.0,6.804
2022-05-25 2:00:00,0.0,6.759
2022-05-25 3:00:00,0.0,6.539
2022-05-25 4:00:00,0.0,6.56
2022-05-25 5:00:00,0.0,6.829
2022-05-25 6:00:00,2.288,7.839
2022-05-25 7:00:00,5.087,9.809
2022-05-25 8:00:00,11.211,12.315
2022-05-25 9:00:00,16.636,13.981
2022-05-25 10:00:00,19.614,14.199
2022-05-25 11:00:00,20.315,14.135
2022-05-25 12:00:00,21.51,13.692
2022-05-25 13:00:00,21.51,13.377
2022-05-25 14:00:00,21.13,13.318
2022-05-25 15:00:00,18.014,13.269
2022-05-25 16:00:00,14.382,13.118
2022-05-25 17:00:00,6.787,12.595
2022-05-25 18:00:00,3.118,11.663
2022-05-25 19:00:00,1.343,10.316
2022-05-25 20:00:00,1.001,8.434
2022-05-25 21:00:00,0.0,7.017
2022-05-25 22:00:00,0.0,6.606
2022-05-25 23:00:00,0.0,6.755
