date,Production(W),Consumption(W)
2022-03-27 0:00:00,0.0,5.826
2022-03-27 1:00:00,0.0,5.586
2022-03-27 2:00:00,0.0,5.637
2022-03-27 3:00:00,0.0,5.783
2022-03-27 4:00:00,0.0,5.724
2022-03-27 5:00:00,0.0,5.636
2022-03-27 6:00:00,1.164,5.688
2022-03-27 7:00:00,4.662,5.577
2022-03-27 8:00:00,12.081,5.799
2022-03-27 9:00:00,13.307,6.183
2022-03-27 10:00:00,18.098,6.231
2022-03-27 11:00:00,18.619,6.214
2022-03-27 12:00:00,18.271,6.011
2022-03-27 13:00:00,13.203,5.972
2022-03-27 14:00:00,12.292,6.056
2022-03-27 15:00:00,3.964,6.132
2022-03-27 16:00:00,3.391,6.022
2022-03-27 17:00:00,1.65,5.866
2022-03-27 18:00:00,0.0,5.868
2022-03-27 19:00:00,0.0,5.962
2022-03-27 20:00:00,0.0,5.998
2022-03-27 21:00:00,0.0,5.99
2022-03-27 22:00:00,0.0,5.972
2022-03-27 23:00:00,0.0,5.995
