date,Production(W),Consumption(W)
2022-02-21 0:00:00,0.0,4.015
2022-02-21 1:00:00,0.0,3.928
2022-02-21 2:00:00,0.0,3.981
2022-02-21 3:00:00,0.0,3.851
2022-02-21 4:00:00,0.0,4.026
2022-02-21 5:00:00,0.0,4.398
2022-02-21 6:00:00,0.0,5.855
2022-02-21 7:00:00,2.612,8.554
2022-02-21 8:00:00,8.582,11.237
2022-02-21 9:00:00,7.591,12.748
2022-02-21 10:00:00,12.319,12.979
2022-02-21 11:00:00,12.218,13.089
2022-02-21 12:00:00,4.236,12.644
2022-02-21 13:00:00,4.915,12.374
2022-02-21 14:00:00,4.816,12.194
2022-02-21 15:00:00,3.781,12.239
2022-02-21 16:00:00,2.678,11.728
2022-02-21 17:00:00,1.397,10.608
2022-02-21 18:00:00,0.0,9.11
2022-02-21 19:00:00,0.0,7.691
2022-02-21 20:00:00,0.0,6.784
2022-02-21 21:00:00,0.0,5.34
2022-02-21 22:00:00,0.0,4.523
2022-02-21 23:00:00,0.0,3.965
