date,Production(W),Consumption(W)
2022-05-30 0:00:00,0.0,6.345
2022-05-30 1:00:00,0.0,6.347
2022-05-30 2:00:00,0.0,6.438
2022-05-30 3:00:00,0.0,6.365
2022-05-30 4:00:00,0.0,6.365
2022-05-30 5:00:00,0.0,6.784
2022-05-30 6:00:00,2.736,8.251
2022-05-30 7:00:00,5.064,10.548
2022-05-30 8:00:00,11.481,12.592
2022-05-30 9:00:00,17.667,14.788
2022-05-30 10:00:00,19.546,15.117
2022-05-30 11:00:00,13.808,15.18
2022-05-30 12:00:00,21.372,14.976
2022-05-30 13:00:00,19.879,14.682
2022-05-30 14:00:00,22.801,14.689
2022-05-30 15:00:00,19.669,14.528
2022-05-30 16:00:00,15.076,14.176
2022-05-30 17:00:00,9.364,12.954
2022-05-30 18:00:00,3.387,11.555
2022-05-30 19:00:00,1.31,10.024
2022-05-30 20:00:00,1.01,8.583
2022-05-30 21:00:00,0.0,7.53
2022-05-30 22:00:00,0.0,6.697
2022-05-30 23:00:00,0.0,6.475
