date,Production(W),Consumption(W)
2022-03-26 0:00:00,0.0,5.961
2022-03-26 1:00:00,0.0,6.121
2022-03-26 2:00:00,0.0,6.236
2022-03-26 3:00:00,0.0,6.046
2022-03-26 4:00:00,0.0,5.811
2022-03-26 5:00:00,0.0,5.754
2022-03-26 6:00:00,1.417,6.068
2022-03-26 7:00:00,6.906,6.601
2022-03-26 8:00:00,13.09,7.363
2022-03-26 9:00:00,18.922,7.357
2022-03-26 10:00:00,15.618,6.662
2022-03-26 11:00:00,21.43,6.288
2022-03-26 12:00:00,17.767,6.023
2022-03-26 13:00:00,10.146,6.012
2022-03-26 14:00:00,11.345,6.008
2022-03-26 15:00:00,8.391,6.448
2022-03-26 16:00:00,4.999,6.666
2022-03-26 17:00:00,1.955,6.292
2022-03-26 18:00:00,0.0,6.223
2022-03-26 19:00:00,0.0,6.262
2022-03-26 20:00:00,0.0,6.003
2022-03-26 21:00:00,0.0,5.791
2022-03-26 22:00:00,0.0,5.832
2022-03-26 23:00:00,0.0,5.889
