date,Production(W),Consumption(W)
2022-09-29 0:00:00,0.0,8.446
2022-09-29 1:00:00,0.0,8.583
2022-09-29 2:00:00,0.0,8.164
2022-09-29 3:00:00,0.0,8.203
2022-09-29 4:00:00,0.0,7.761
2022-09-29 5:00:00,0.0,7.197
2022-09-29 6:00:00,0.0,7.635
2022-09-29 7:00:00,0.0,7.333
2022-09-29 8:00:00,0.0,7.79
2022-09-29 9:00:00,0.0,8.359
2022-09-29 10:00:00,9.284,9.079
2022-09-29 11:00:00,15.8,10.563
2022-09-29 12:00:00,10.918,11.97
2022-09-29 13:00:00,18.681,12.265
2022-09-29 14:00:00,13.837,12.839
2022-09-29 15:00:00,4.049,12.406
2022-09-29 16:00:00,3.162,13.066
2022-09-29 17:00:00,2.706,13.249
2022-09-29 18:00:00,1.081,12.73
2022-09-29 19:00:00,0.0,12.01
2022-09-29 20:00:00,0.0,10.865
2022-09-29 21:00:00,0.0,9.689
2022-09-29 22:00:00,0.0,8.402
2022-09-29 23:00:00,0.0,7.878
