date,Production(W),Consumption(W)
2022-03-22 0:00:00,0.0,5.545
2022-03-22 1:00:00,0.0,5.858
2022-03-22 2:00:00,0.0,6.346
2022-03-22 3:00:00,0.0,6.252
2022-03-22 4:00:00,0.0,6.343
2022-03-22 5:00:00,0.0,6.616
2022-03-22 6:00:00,1.388,7.256
2022-03-22 7:00:00,6.722,9.597
2022-03-22 8:00:00,14.98,12.353
2022-03-22 9:00:00,19.526,13.848
2022-03-22 10:00:00,23.898,14.63
2022-03-22 11:00:00,22.45,14.688
2022-03-22 12:00:00,22.65,13.851
2022-03-22 13:00:00,19.84,13.75
2022-03-22 14:00:00,19.023,13.546
2022-03-22 15:00:00,15.774,13.184
2022-03-22 16:00:00,6.042,13.044
2022-03-22 17:00:00,2.381,12.167
2022-03-22 18:00:00,1.033,11.039
2022-03-22 19:00:00,0.0,9.659
2022-03-22 20:00:00,0.0,8.166
2022-03-22 21:00:00,0.0,6.647
2022-03-22 22:00:00,0.0,6.163
2022-03-22 23:00:00,0.0,6.191
