date,Production(W),Consumption(W)
2022-03-30 0:00:00,0.0,6.439
2022-03-30 1:00:00,0.0,6.372
2022-03-30 2:00:00,0.0,6.191
2022-03-30 3:00:00,0.0,6.118
2022-03-30 4:00:00,0.0,6.4
2022-03-30 5:00:00,0.0,7.272
2022-03-30 6:00:00,1.262,9.213
2022-03-30 7:00:00,3.596,11.95
2022-03-30 8:00:00,4.382,13.295
2022-03-30 9:00:00,12.653,13.428
2022-03-30 10:00:00,9.322,13.406
2022-03-30 11:00:00,6.219,13.259
2022-03-30 12:00:00,14.842,13.071
2022-03-30 13:00:00,12.922,12.897
2022-03-30 14:00:00,4.501,12.578
2022-03-30 15:00:00,5.823,12.446
2022-03-30 16:00:00,3.629,12.033
2022-03-30 17:00:00,2.4,11.098
2022-03-30 18:00:00,1.033,9.943
2022-03-30 19:00:00,0.0,8.251
2022-03-30 20:00:00,0.0,6.754
2022-03-30 21:00:00,0.0,6.226
2022-03-30 22:00:00,0.0,6.272
2022-03-30 23:00:00,0.0,6.464
