date,Production(W),Consumption(W)
2022-01-25 0:00:00,0.0,9.862
2022-01-25 1:00:00,0.0,9.847
2022-01-25 2:00:00,0.0,9.626
2022-01-25 3:00:00,0.0,9.852
2022-01-25 4:00:00,0.0,9.771
2022-01-25 5:00:00,0.0,10.205
2022-01-25 6:00:00,0.0,10.255
2022-01-25 7:00:00,1.303,11.11
2022-01-25 8:00:00,3.679,11.511
2022-01-25 9:00:00,15.082,12.207
2022-01-25 10:00:00,20.696,12.302
2022-01-25 11:00:00,25.45,12.64
2022-01-25 12:00:00,25.036,12.754
2022-01-25 13:00:00,23.327,12.892
2022-01-25 14:00:00,19.091,12.84
2022-01-25 15:00:00,7.406,12.564
2022-01-25 16:00:00,3.078,12.475
2022-01-25 17:00:00,1.001,12.121
2022-01-25 18:00:00,0.0,11.815
2022-01-25 19:00:00,0.0,11.463
2022-01-25 20:00:00,0.0,11.072
2022-01-25 21:00:00,0.0,10.159
2022-01-25 22:00:00,0.0,9.899
2022-01-25 23:00:00,0.0,9.92
