date,Production(W),Consumption(W)
2022-06-24 0:00:00,0.0,7.03
2022-06-24 1:00:00,0.0,7.228
2022-06-24 2:00:00,0.0,7.153
2022-06-24 3:00:00,0.0,6.814
2022-06-24 4:00:00,0.0,6.931
2022-06-24 5:00:00,0.0,7.154
2022-06-24 6:00:00,3.359,7.902
2022-06-24 7:00:00,6.68,9.516
2022-06-24 8:00:00,10.286,11.513
2022-06-24 9:00:00,16.693,15.093
2022-06-24 10:00:00,18.982,16.232
2022-06-24 11:00:00,22.942,16.203
2022-06-24 12:00:00,20.214,15.596
2022-06-24 13:00:00,19.526,15.281
2022-06-24 14:00:00,23.156,15.161
2022-06-24 15:00:00,25.256,14.925
2022-06-24 16:00:00,14.086,14.385
2022-06-24 17:00:00,5.244,13.598
2022-06-24 18:00:00,4.797,12.207
2022-06-24 19:00:00,1.504,10.634
2022-06-24 20:00:00,1.069,8.344
2022-06-24 21:00:00,0.0,7.183
2022-06-24 22:00:00,0.0,7.012
2022-06-24 23:00:00,0.0,7.039
