date,Production(W),Consumption(W)
2022-03-29 0:00:00,0.0,5.818
2022-03-29 1:00:00,0.0,6.044
2022-03-29 2:00:00,0.0,6.307
2022-03-29 3:00:00,0.0,6.083
2022-03-29 4:00:00,0.0,6.309
2022-03-29 5:00:00,0.0,7.11
2022-03-29 6:00:00,1.26,8.922
2022-03-29 7:00:00,5.546,11.451
2022-03-29 8:00:00,10.615,13.354
2022-03-29 9:00:00,17.18,13.942
2022-03-29 10:00:00,23.013,14.046
2022-03-29 11:00:00,22.053,13.892
2022-03-29 12:00:00,21.035,13.603
2022-03-29 13:00:00,23.214,13.509
2022-03-29 14:00:00,21.643,13.108
2022-03-29 15:00:00,16.298,12.657
2022-03-29 16:00:00,5.822,12.049
2022-03-29 17:00:00,2.454,11.096
2022-03-29 18:00:00,1.03,9.686
2022-03-29 19:00:00,0.0,8.159
2022-03-29 20:00:00,0.0,6.804
2022-03-29 21:00:00,0.0,6.225
2022-03-29 22:00:00,0.0,6.243
2022-03-29 23:00:00,0.0,6.388
