date,Production(W),Consumption(W)
2022-03-23 0:00:00,0.0,6.29
2022-03-23 1:00:00,0.0,6.432
2022-03-23 2:00:00,0.0,6.264
2022-03-23 3:00:00,0.0,5.958
2022-03-23 4:00:00,0.0,5.997
2022-03-23 5:00:00,0.0,6.081
2022-03-23 6:00:00,1.318,7.139
2022-03-23 7:00:00,3.731,9.188
2022-03-23 8:00:00,14.576,11.582
2022-03-23 9:00:00,19.08,13.324
2022-03-23 10:00:00,23.394,13.911
2022-03-23 11:00:00,25.702,14.118
2022-03-23 12:00:00,26.489,13.713
2022-03-23 13:00:00,24.423,13.137
2022-03-23 14:00:00,20.551,12.841
2022-03-23 15:00:00,15.118,12.529
2022-03-23 16:00:00,6.742,12.149
2022-03-23 17:00:00,1.753,11.791
2022-03-23 18:00:00,1.001,10.928
2022-03-23 19:00:00,0.0,9.565
2022-03-23 20:00:00,0.0,7.809
2022-03-23 21:00:00,0.0,6.333
2022-03-23 22:00:00,0.0,5.84
2022-03-23 23:00:00,0.0,6.056
