date,Production(W),Consumption(W)
2022-05-27 0:00:00,0.0,6.549
2022-05-27 1:00:00,0.0,6.682
2022-05-27 2:00:00,0.0,6.788
2022-05-27 3:00:00,0.0,6.49
2022-05-27 4:00:00,0.0,6.469
2022-05-27 5:00:00,0.0,6.524
2022-05-27 6:00:00,6.242,6.992
2022-05-27 7:00:00,13.551,8.145
2022-05-27 8:00:00,13.34,10.316
2022-05-27 9:00:00,18.58,13.086
2022-05-27 10:00:00,17.791,14.29
2022-05-27 11:00:00,18.801,14.385
2022-05-27 12:00:00,17.873,14.051
2022-05-27 13:00:00,13.312,13.919
2022-05-27 14:00:00,11.489,13.629
2022-05-27 15:00:00,6.198,13.039
2022-05-27 16:00:00,4.661,12.688
2022-05-27 17:00:00,3.533,12.245
2022-05-27 18:00:00,2.581,11.212
2022-05-27 19:00:00,1.215,10.034
2022-05-27 20:00:00,0.0,8.154
2022-05-27 21:00:00,0.0,6.635
2022-05-27 22:00:00,0.0,6.38
2022-05-27 23:00:00,0.0,6.484
