date,Production(W),Consumption(W)
2022-02-23 0:00:00,0.0,4.506
2022-02-23 1:00:00,0.0,4.552
2022-02-23 2:00:00,0.0,4.447
2022-02-23 3:00:00,0.0,4.122
2022-02-23 4:00:00,0.0,4.057
2022-02-23 5:00:00,0.0,4.313
2022-02-23 6:00:00,0.0,5.391
2022-02-23 7:00:00,2.463,7.666
2022-02-23 8:00:00,6.217,10.506
2022-02-23 9:00:00,22.282,11.599
2022-02-23 10:00:00,21.628,12.147
2022-02-23 11:00:00,26.726,12.571
2022-02-23 12:00:00,27.399,12.35
2022-02-23 13:00:00,25.245,12.016
2022-02-23 14:00:00,21.805,11.755
2022-02-23 15:00:00,16.09,11.309
2022-02-23 16:00:00,7.311,11.297
2022-02-23 17:00:00,2.536,10.874
2022-02-23 18:00:00,0.0,9.983
2022-02-23 19:00:00,0.0,8.596
2022-02-23 20:00:00,0.0,6.692
2022-02-23 21:00:00,0.0,4.749
2022-02-23 22:00:00,0.0,4.211
2022-02-23 23:00:00,0.0,4.32
