date,Production(W),Consumption(W)
2022-11-28 0:00:00,0.0,6.996
2022-11-28 1:00:00,0.0,7.093
2022-11-28 2:00:00,0.0,7.023
2022-11-28 3:00:00,0.0,7.102
2022-11-28 4:00:00,0.0,7.055
2022-11-28 5:00:00,0.0,6.848
2022-11-28 6:00:00,0.0,7.126
2022-11-28 7:00:00,0.0,7.441
2022-11-28 8:00:00,3.872,9.237
2022-11-28 9:00:00,7.952,11.016
2022-11-28 10:00:00,12.943,13.772
2022-11-28 11:00:00,17.314,14.835
2022-11-28 12:00:00,17.729,15.697
2022-11-28 13:00:00,18.169,15.524
2022-11-28 14:00:00,12.734,15.65
2022-11-28 15:00:00,21.838,15.87
2022-11-28 16:00:00,2.029,15.227
2022-11-28 17:00:00,1.04,15.419
2022-11-28 18:00:00,0.0,14.724
2022-11-28 19:00:00,0.0,13.538
2022-11-28 20:00:00,0.0,11.926
2022-11-28 21:00:00,0.0,9.936
2022-11-28 22:00:00,0.0,8.695
2022-11-28 23:00:00,0.0,7.384
