date,Production(W),Consumption(W)
2022-04-30 0:00:00,0.0,6.148
2022-04-30 1:00:00,0.0,6.307
2022-04-30 2:00:00,0.0,6.205
2022-04-30 3:00:00,0.0,6.068
2022-04-30 4:00:00,0.0,5.953
2022-04-30 5:00:00,1.172,6.007
2022-04-30 6:00:00,5.928,6.641
2022-04-30 7:00:00,11.523,7.363
2022-04-30 8:00:00,20.043,7.676
2022-04-30 9:00:00,13.883,7.082
2022-04-30 10:00:00,21.161,6.257
2022-04-30 11:00:00,21.719,5.973
2022-04-30 12:00:00,20.3,6.102
2022-04-30 13:00:00,20.795,6.21
2022-04-30 14:00:00,21.239,6.159
2022-04-30 15:00:00,17.041,6.349
2022-04-30 16:00:00,12.215,6.125
2022-04-30 17:00:00,4.207,6.099
2022-04-30 18:00:00,1.585,6.221
2022-04-30 19:00:00,0.0,6.017
2022-04-30 20:00:00,0.0,5.729
2022-04-30 21:00:00,0.0,5.803
2022-04-30 22:00:00,0.0,5.896
2022-04-30 23:00:00,0.0,5.941
