date,Production(W),Consumption(W)
2022-07-28 0:00:00,0.0,13.565
2022-07-28 1:00:00,0.0,13.585
2022-07-28 2:00:00,0.0,13.406
2022-07-28 3:00:00,0.0,13.023
2022-07-28 4:00:00,0.0,12.966
2022-07-28 5:00:00,0.0,13.099
2022-07-28 6:00:00,1.399,13.951
2022-07-28 7:00:00,4.297,16.149
2022-07-28 8:00:00,14.929,19.048
2022-07-28 9:00:00,25.585,21.295
2022-07-28 10:00:00,33.718,21.41
2022-07-28 11:00:00,37.371,21.152
2022-07-28 12:00:00,38.686,20.897
2022-07-28 13:00:00,38.256,20.637
2022-07-28 14:00:00,32.524,20.225
2022-07-28 15:00:00,28.383,19.912
2022-07-28 16:00:00,26.085,19.584
2022-07-28 17:00:00,15.707,18.989
2022-07-28 18:00:00,5.643,18.232
2022-07-28 19:00:00,1.498,17.195
2022-07-28 20:00:00,1.014,15.617
2022-07-28 21:00:00,0.0,14.044
2022-07-28 22:00:00,0.0,13.683
2022-07-28 23:00:00,0.0,13.615
