date,Production(W),Consumption(W)
2022-01-23 0:00:00,0.0,9.182
2022-01-23 1:00:00,0.0,9.062
2022-01-23 2:00:00,0.0,9.056
2022-01-23 3:00:00,0.0,9.095
2022-01-23 4:00:00,0.0,9.212
2022-01-23 5:00:00,0.0,9.268
2022-01-23 6:00:00,0.0,9.339
2022-01-23 7:00:00,0.935,9.385
2022-01-23 8:00:00,3.5,9.241
2022-01-23 9:00:00,19.656,9.522
2022-01-23 10:00:00,31.335,9.638
2022-01-23 11:00:00,21.806,9.518
2022-01-23 12:00:00,21.857,9.305
2022-01-23 13:00:00,20.567,9.185
2022-01-23 14:00:00,16.6,9.27
2022-01-23 15:00:00,9.968,9.296
2022-01-23 16:00:00,3.729,9.229
2022-01-23 17:00:00,0.998,9.363
2022-01-23 18:00:00,0.0,9.368
2022-01-23 19:00:00,0.0,9.249
2022-01-23 20:00:00,0.0,9.166
2022-01-23 21:00:00,0.0,9.2
2022-01-23 22:00:00,0.0,9.196
2022-01-23 23:00:00,0.0,9.274
