date,Production(W),Consumption(W)
2022-01-30 0:00:00,0.0,4.696
2022-01-30 1:00:00,0.0,4.544
2022-01-30 2:00:00,0.0,4.567
2022-01-30 3:00:00,0.0,4.6
2022-01-30 4:00:00,0.0,4.313
2022-01-30 5:00:00,0.0,4.26
2022-01-30 6:00:00,0.0,3.951
2022-01-30 7:00:00,1.48,3.865
2022-01-30 8:00:00,4.793,3.868
2022-01-30 9:00:00,20.644,3.973
2022-01-30 10:00:00,24.225,4.018
2022-01-30 11:00:00,29.841,4.277
2022-01-30 12:00:00,29.488,4.275
2022-01-30 13:00:00,24.886,4.27
2022-01-30 14:00:00,18.638,4.302
2022-01-30 15:00:00,8.084,4.317
2022-01-30 16:00:00,3.09,4.394
2022-01-30 17:00:00,1.046,4.411
2022-01-30 18:00:00,0.0,4.34
2022-01-30 19:00:00,0.0,4.409
2022-01-30 20:00:00,0.0,4.503
2022-01-30 21:00:00,0.0,4.463
2022-01-30 22:00:00,0.0,4.368
2022-01-30 23:00:00,0.0,4.098
