date,Production(W),Consumption(W)
2022-06-23 0:00:00,0.0,7.083
2022-06-23 1:00:00,0.0,7.025
2022-06-23 2:00:00,0.0,6.847
2022-06-23 3:00:00,0.0,6.507
2022-06-23 4:00:00,0.0,6.646
2022-06-23 5:00:00,0.0,7.174
2022-06-23 6:00:00,3.257,8.683
2022-06-23 7:00:00,5.674,11.557
2022-06-23 8:00:00,11.248,14.343
2022-06-23 9:00:00,16.267,16.468
2022-06-23 10:00:00,17.874,16.635
2022-06-23 11:00:00,15.009,16.52
2022-06-23 12:00:00,20.048,15.621
2022-06-23 13:00:00,20.036,15.331
2022-06-23 14:00:00,12.387,15.234
2022-06-23 15:00:00,7.792,14.954
2022-06-23 16:00:00,4.766,14.403
2022-06-23 17:00:00,6.1,13.511
2022-06-23 18:00:00,2.969,12.127
2022-06-23 19:00:00,1.48,10.563
2022-06-23 20:00:00,1.009,8.344
2022-06-23 21:00:00,0.0,7.081
2022-06-23 22:00:00,0.0,6.87
2022-06-23 23:00:00,0.0,6.915
