date,Production(W),Consumption(W)
2022-08-25 0:00:00,0.0,13.611
2022-08-25 1:00:00,0.0,13.57
2022-08-25 2:00:00,0.0,13.345
2022-08-25 3:00:00,0.0,13.376
2022-08-25 4:00:00,0.0,13.485
2022-08-25 5:00:00,0.0,13.864
2022-08-25 6:00:00,1.508,15.11
2022-08-25 7:00:00,3.465,17.093
2022-08-25 8:00:00,10.985,19.169
2022-08-25 9:00:00,21.052,20.006
2022-08-25 10:00:00,32.483,19.906
2022-08-25 11:00:00,30.618,19.667
2022-08-25 12:00:00,20.176,19.246
2022-08-25 13:00:00,20.51,19.34
2022-08-25 14:00:00,22.653,19.296
2022-08-25 15:00:00,9.316,18.963
2022-08-25 16:00:00,14.101,17.798
2022-08-25 17:00:00,5.13,17.014
2022-08-25 18:00:00,2.841,16.1
2022-08-25 19:00:00,1.131,15.088
2022-08-25 20:00:00,0.0,14.22
2022-08-25 21:00:00,0.0,13.681
2022-08-25 22:00:00,0.0,13.593
2022-08-25 23:00:00,0.0,13.44
