date,Production(W),Consumption(W)
2022-11-29 0:00:00,0.0,7.096
2022-11-29 1:00:00,0.0,6.859
2022-11-29 2:00:00,0.0,7.03
2022-11-29 3:00:00,0.0,7.214
2022-11-29 4:00:00,0.0,7.159
2022-11-29 5:00:00,0.0,7.178
2022-11-29 6:00:00,0.0,7.083
2022-11-29 7:00:00,0.0,7.696
2022-11-29 8:00:00,1.638,9.184
2022-11-29 9:00:00,2.773,11.751
2022-11-29 10:00:00,6.391,14.725
2022-11-29 11:00:00,13.375,15.363
2022-11-29 12:00:00,24.421,16.242
2022-11-29 13:00:00,24.589,15.722
2022-11-29 14:00:00,22.431,15.685
2022-11-29 15:00:00,12.23,15.777
2022-11-29 16:00:00,4.043,15.053
2022-11-29 17:00:00,1.153,15.341
2022-11-29 18:00:00,0.0,14.871
2022-11-29 19:00:00,0.0,13.571
2022-11-29 20:00:00,0.0,12.038
2022-11-29 21:00:00,0.0,9.928
2022-11-29 22:00:00,0.0,8.387
2022-11-29 23:00:00,0.0,7.453
