date,Production(W),Consumption(W)
2022-01-28 0:00:00,0.0,9.172
2022-01-28 1:00:00,0.0,9.169
2022-01-28 2:00:00,0.0,9.065
2022-01-28 3:00:00,0.0,9.135
2022-01-28 4:00:00,0.0,8.92
2022-01-28 5:00:00,0.0,9.036
2022-01-28 6:00:00,0.0,9.611
2022-01-28 7:00:00,1.104,10.798
2022-01-28 8:00:00,2.553,11.735
2022-01-28 9:00:00,5.171,11.892
2022-01-28 10:00:00,6.576,11.553
2022-01-28 11:00:00,6.636,11.974
2022-01-28 12:00:00,5.629,12.012
2022-01-28 13:00:00,4.388,12.176
2022-01-28 14:00:00,4.19,10.729
2022-01-28 15:00:00,4.294,10.824
2022-01-28 16:00:00,2.607,10.853
2022-01-28 17:00:00,0.0,10.969
2022-01-28 18:00:00,0.0,10.736
2022-01-28 19:00:00,0.0,10.204
2022-01-28 20:00:00,0.0,9.637
2022-01-28 21:00:00,0.0,8.67
2022-01-28 22:00:00,0.0,8.238
2022-01-28 23:00:00,0.0,7.995
