date,Production(W),Consumption(W)
2022-09-30 0:00:00,0.0,7.554
2022-09-30 1:00:00,0.0,7.805
2022-09-30 2:00:00,0.0,7.838
2022-09-30 3:00:00,0.0,7.979
2022-09-30 4:00:00,0.0,7.92
2022-09-30 5:00:00,0.0,8.414
2022-09-30 6:00:00,0.0,9.679
2022-09-30 7:00:00,4.163,10.807
2022-09-30 8:00:00,0.0,12.6
2022-09-30 9:00:00,0.0,13.974
2022-09-30 10:00:00,26.177,15.309
2022-09-30 11:00:00,26.553,16.601
2022-09-30 12:00:00,22.319,16.795
2022-09-30 13:00:00,10.206,16.899
2022-09-30 14:00:00,26.746,16.105
2022-09-30 15:00:00,23.74,15.761
2022-09-30 16:00:00,8.03,15.081
2022-09-30 17:00:00,4.218,14.745
2022-09-30 18:00:00,1.183,14.263
2022-09-30 19:00:00,0.0,12.673
2022-09-30 20:00:00,0.0,10.951
2022-09-30 21:00:00,0.0,9.004
2022-09-30 22:00:00,0.0,7.683
2022-09-30 23:00:00,0.0,7.327
