date,Production(W),Consumption(W)
2022-04-29 0:00:00,0.0,6.294
2022-04-29 1:00:00,0.0,6.43
2022-04-29 2:00:00,0.0,6.228
2022-04-29 3:00:00,0.0,6.089
2022-04-29 4:00:00,0.0,6.057
2022-04-29 5:00:00,0.951,6.142
2022-04-29 6:00:00,2.073,6.857
2022-04-29 7:00:00,5.371,8.544
2022-04-29 8:00:00,6.52,11.544
2022-04-29 9:00:00,14.929,12.444
2022-04-29 10:00:00,13.516,12.57
2022-04-29 11:00:00,16.271,12.889
2022-04-29 12:00:00,16.715,13.263
2022-04-29 13:00:00,15.714,13.06
2022-04-29 14:00:00,11.98,12.524
2022-04-29 15:00:00,10.855,12.19
2022-04-29 16:00:00,6.326,11.787
2022-04-29 17:00:00,3.609,10.829
2022-04-29 18:00:00,1.621,9.688
2022-04-29 19:00:00,0.0,8.091
2022-04-29 20:00:00,0.0,6.531
2022-04-29 21:00:00,0.0,6.039
2022-04-29 22:00:00,0.0,5.961
2022-04-29 23:00:00,0.0,5.997
