date,Production(W),Consumption(W)
2022-09-25 0:00:00,0.0,8.061
2022-09-25 1:00:00,0.0,7.944
2022-09-25 2:00:00,0.0,7.918
2022-09-25 3:00:00,0.0,7.865
2022-09-25 4:00:00,0.0,7.89
2022-09-25 5:00:00,0.0,7.879
2022-09-25 6:00:00,0.0,7.822
2022-09-25 7:00:00,1.906,7.774
2022-09-25 8:00:00,13.583,7.862
2022-09-25 9:00:00,27.091,8.308
2022-09-25 10:00:00,33.774,8.475
2022-09-25 11:00:00,38.932,8.394
2022-09-25 12:00:00,42.373,8.118
2022-09-25 13:00:00,37.935,8.289
2022-09-25 14:00:00,38.949,8.328
2022-09-25 15:00:00,27.8,8.197
2022-09-25 16:00:00,19.298,8.15
2022-09-25 17:00:00,6.556,8.182
2022-09-25 18:00:00,1.532,8.34
2022-09-25 19:00:00,0.0,8.305
2022-09-25 20:00:00,0.0,8.24
2022-09-25 21:00:00,0.0,8.167
2022-09-25 22:00:00,0.0,8.141
2022-09-25 23:00:00,0.0,8.145
