date,Production(W),Consumption(W)
2022-03-28 0:00:00,0.0,5.936
2022-03-28 1:00:00,0.0,5.83
2022-03-28 2:00:00,0.0,5.855
2022-03-28 3:00:00,0.0,5.884
2022-03-28 4:00:00,0.0,5.832
2022-03-28 5:00:00,0.0,6.065
2022-03-28 6:00:00,1.098,7.065
2022-03-28 7:00:00,2.334,9.958
2022-03-28 8:00:00,4.354,13.135
2022-03-28 9:00:00,5.537,14.343
2022-03-28 10:00:00,7.318,14.763
2022-03-28 11:00:00,12.452,14.435
2022-03-28 12:00:00,14.261,14.098
2022-03-28 13:00:00,10.489,13.984
2022-03-28 14:00:00,11.414,13.898
2022-03-28 15:00:00,14.561,13.983
2022-03-28 16:00:00,9.764,13.23
2022-03-28 17:00:00,2.043,12.037
2022-03-28 18:00:00,0.0,10.277
2022-03-28 19:00:00,0.0,8.784
2022-03-28 20:00:00,0.0,7.242
2022-03-28 21:00:00,0.0,6.414
2022-03-28 22:00:00,0.0,5.935
2022-03-28 23:00:00,0.0,5.723
