date,Production(W),Consumption(W)
2022-02-24 0:00:00,0.0,4.493
2022-02-24 1:00:00,0.0,4.558
2022-02-24 2:00:00,0.0,4.388
2022-02-24 3:00:00,0.0,3.961
2022-02-24 4:00:00,0.0,3.777
2022-02-24 5:00:00,0.0,3.925
2022-02-24 6:00:00,0.0,4.93
2022-02-24 7:00:00,1.635,7.125
2022-02-24 8:00:00,13.24,10.325
2022-02-24 9:00:00,18.734,12.461
2022-02-24 10:00:00,22.455,12.026
2022-02-24 11:00:00,24.528,12.189
2022-02-24 12:00:00,25.007,12.214
2022-02-24 13:00:00,23.793,11.881
2022-02-24 14:00:00,20.49,11.519
2022-02-24 15:00:00,15.308,11.292
2022-02-24 16:00:00,4.979,10.648
2022-02-24 17:00:00,1.421,10.021
2022-02-24 18:00:00,0.0,9.364
2022-02-24 19:00:00,0.0,7.96
2022-02-24 20:00:00,0.0,6.137
2022-02-24 21:00:00,0.0,4.412
2022-02-24 22:00:00,0.0,3.979
2022-02-24 23:00:00,0.0,4.001
