date,Production(W),Consumption(W)
2022-07-25 0:00:00,0.0,13.386
2022-07-25 1:00:00,0.0,13.281
2022-07-25 2:00:00,0.0,13.382
2022-07-25 3:00:00,0.0,13.279
2022-07-25 4:00:00,0.0,13.275
2022-07-25 5:00:00,0.0,13.585
2022-07-25 6:00:00,1.792,15.202
2022-07-25 7:00:00,5.265,17.075
2022-07-25 8:00:00,15.089,19.208
2022-07-25 9:00:00,26.367,20.688
2022-07-25 10:00:00,34.305,21.359
2022-07-25 11:00:00,37.648,21.158
2022-07-25 12:00:00,38.895,21.331
2022-07-25 13:00:00,38.755,21.817
2022-07-25 14:00:00,39.185,22.126
2022-07-25 15:00:00,30.368,22.069
2022-07-25 16:00:00,18.45,21.518
2022-07-25 17:00:00,12.387,20.241
2022-07-25 18:00:00,3.541,18.727
2022-07-25 19:00:00,1.614,17.384
2022-07-25 20:00:00,1.029,16.293
2022-07-25 21:00:00,0.0,14.928
2022-07-25 22:00:00,0.0,13.962
2022-07-25 23:00:00,0.0,13.378
